Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ROAS,,,Stage,Values
A2318,Data Analytics Course,184,3981,$193.25,16,3,3.50%,"$1,359.00",2024-11-30,Hyderabad,Tablet,Learn Data Analytics,7.032341527,,,,
A2319,Data Analytics Course,186,3392,$218.16,29,7,3.80%,"$1,012.00",2024-11-08,Hyderabad,Desktop,Analytics For Data,4.638797213,,,,
A2320,Data Analytics Course,93,3160,$220.75,30,8,8.60%,"$1,472.00",2024-11-08,Hyderabad,Desktop,Data Analytics Online,6.66817667,,,,
A2321,Data Analytics Course,138,4699,$202.54,26,9,6.50%,"$1,133.00",2024-11-25,Hyderabad,Tablet,Online Data Analytic,5.593956749,,,,
A2322,Data Analytics Course,96,3730,$217.61,16,4,4.20%,"$1,283.00",2024-11-07,Hyderabad,Desktop,Analytics For Data,5.895868756,,,,
A2323,Data Analytics Course,127,5221,$226.67,17,3,2.36%,"$1,384.00",2024-11-03,Hyderabad,Tablet,Data Analytics Training,6.105792562,,,,
A2324,Data Analytics Course,92,3299,$188.58,11,9,9.80%,"$1,678.00",2024-11-27,Hyderabad,Desktop,Data Analytics Online,8.89808039,,,,
A2325,Data Analytics Course,156,5634,$247.45,16,5,3.20%,"$1,925.00",2024-11-08,Hyderabad,Tablet,Data Analytics Course,7.779349364,,,,
A2326,Data Analytics Course,113,5991,$211.28,16,3,2.70%,"$1,499.00",2024-11-16,Hyderabad,Tablet,Learn Data Analytics,7.094850435,,,,
A2327,Data Analytics Course,84,3917,$233.19,13,10,4.90%,"$1,533.00",2024-11-11,Hyderabad,Desktop,Data Analytics Course,#VALUE!,,,,
A2328,Data Analytics Course,189,5335,$181.46,27,9,4.80%,"$1,734.00",2024-11-08,Hyderabad,Mobile,Online Data Analytic,9.555824975,,,,
A2329,Data Analytics Course,149,4550,$219.44,11,9,6.00%,"$1,659.00",2024-11-16,Hyderabad,Tablet,Online Data Analytic,7.560153117,,,,
A2330,Data Analytics Course,100,5805,$181.27,15,4,4.00%,"$1,195.00",2024-11-04,Hyderabad,Desktop,Learn Data Analytics,6.592376014,,,,
A2331,Data Analytics Course,105,5156,$201.01,25,10,9.52%,"$1,472.00",2024-11-11,Hyderabad,Desktop,Analytics For Data,7.323018755,,,,
A2332,Data Analytics Course,86,5060,$249.40,15,4,4.70%,"$1,761.00",2024-11-15,Hyderabad,Tablet,Data Analytics Online,7.060946271,,,,
A2333,Data Analytics Course,93,5178,$245.13,14,5,5.40%,"$1,080.00",2024-11-08,Hyderabad,Mobile,Data Analytics Online,4.40582548,,,,
A2334,Data Analytics Course,180,3076,$227.91,12,10,5.60%,"$1,533.00",2024-11-05,Hyderabad,Desktop,Online Data Analytic,#VALUE!,,,,
A2335,Data Analytics Course,156,3218,$235.69,28,6,3.80%,"$1,289.00",2024-11-16,Hyderabad,Tablet,Data Analytics Online,5.469048326,,,,
A2336,Data Analytics Course,124,4682,$207.53,20,3,3.30%,"$1,550.00",2024-11-03,Hyderabad,Tablet,Online Data Analytic,7.468799692,,,,
A2337,Data Analytics Course,177,3592,$205.25,29,9,5.10%,"$1,271.00",2024-11-15,Hyderabad,Desktop,Data Analytics Training,6.192448234,,,,
A2338,Data Analytics Course,156,3506,$242.90,13,7.8,5.00%,"$1,208.00",2024-11-01,Hyderabad,Desktop,Analytics For Data,4.973240016,,,,
A2339,Data Analytics Course,132,3562,$238.34,23,4,3.00%,"$1,033.00",2024-11-29,Hyderabad,Tablet,Data Analytics Course,4.334144499,,,,
A2340,Data Analytics Course,178,5453,$203.60,12,3,1.70%,"$1,155.00",2024-11-02,Hyderabad,Tablet,Analytics For Data,5.672888016,,,,
A2341,Data Analytics Course,153,3953,$237.56,20,6,5.30%,"$1,388.00",2024-11-26,Hyderabad,Tablet,Learn Data Analytics,5.842734467,,,,
A2342,Data Analytics Course,187,4891,$223.99,14,8,4.30%,"$1,014.00",2024-11-26,Hyderabad,Mobile,Online Data Analytic,4.526987812,,,,
A2343,Data Analytics Course,155,4976,$183.21,10,5,5.30%,"$1,554.00",2024-11-13,Hyderabad,Tablet,Online Data Analytic,8.482069756,,,,
A2344,Data Analytics Course,90,5781,$200.71,28,5,4.60%,"$1,533.00",2024-11-07,Hyderabad,Mobile,Data Analytics Online,#VALUE!,,,,
A2345,Data Analytics Course,172,3001,$210.62,14,4,2.30%,"$1,192.00",2024-11-25,Hyderabad,Tablet,Data Analytics Online,5.659481531,,,,
A2346,Data Analytics Course,92,5728,$224.50,14,9,9.80%,"$1,876.00",2024-11-26,Hyderabad,Tablet,Online Data Analytic,8.356347439,,,,
A2347,Data Analytics Course,162,5103,$188.15,13,9,5.60%,"$1,264.00",2024-11-28,Hyderabad,Mobile,Analytics For Data,6.718044114,,,,
A2348,Data Analytics Course,193,3131,$198.10,22,5,3.50%,"$1,870.00",2024-11-19,Hyderabad,Tablet,Data Analytics Course,9.439676931,,,,
A2349,Data Analytics Course,0,3547,$238.34,13,5,0.00%,"$1,130.00",2024-11-02,Hyderabad,Desktop,Data Analytics Online,4.741126122,,,,
A2350,Data Analytics Course,185,4070,$200.95,21,5,2.70%,"$1,503.00",2024-11-07,Hyderabad,Mobile,Online Data Analytic,7.479472506,,,,
A2351,Data Analytics Course,117,3350,$243.68,23,5,5.60%,"$1,204.00",2024-11-14,Hyderabad,Desktop,Analytics For Data,4.940906106,,,,
A2352,Data Analytics Course,123,4976,$244.49,14,4,3.30%,"$1,579.00",2024-11-02,Hyderabad,Desktop,Analytics For Data,6.458341854,,,,
A2353,Data Analytics Course,181,5612,$203.66,17,3,1.70%,"$1,533.00",2024-11-07,Hyderabad,Tablet,Data Analytics Training,#VALUE!,,,,
A2354,Data Analytics Course,118,4390,$214.04,24,8,6.80%,"$1,071.00",2024-11-18,Hyderabad,Tablet,Analytics For Data,5.003737619,,,,
A2355,Data Analytics Course,82,3698,$229.12,30,9,11.00%,"$1,246.00",2024-11-20,Hyderabad,Mobile,Learn Data Analytics,5.438198324,,,,
A2356,Data Analytics Course,175,4295,$195.17,18,6,3.43%,"$1,939.00",2024-11-27,Hyderabad,Tablet,Data Analytics Online,9.934928524,,,,
A2357,Data Analytics Course,130,3332,$202.06,14,5,3.80%,"$1,184.00",2024-11-14,Hyderabad,Desktop,Online Data Analytic,5.85964565,,,,
A2358,Data Analytics Course,92,4082,$186.29,25,5,5.40%,"$1,046.00",2024-11-24,Hyderabad,Tablet,Online Data Analytic,5.614901498,,,,
A2359,Data Analytics Course,159,4464,$204.86,27,3,1.89%,"$1,963.00",2024-11-20,Hyderabad,Tablet,Analytics For Data,9.582153666,,,,
A2360,Data Analytics Course,193,5263,$240.50,18,6,5.40%,"$1,670.00",2024-11-21,Hyderabad,Tablet,Online Data Analytic,6.943866944,,,,
A2361,Data Analytics Course,98,4371,$246.23,25,7,7.10%,"$1,114.00",2024-11-14,Hyderabad,Tablet,Analytics For Data,4.524225318,,,,
A2362,Data Analytics Course,176,3657,$209.44,19,3,1.70%,"$1,171.00",2024-11-07,Hyderabad,Desktop,Online Data Analytic,5.591100076,,,,
A2363,Data Analytics Course,182,5833,$243.72,20,5,2.70%,"$1,206.00",2024-11-14,Hyderabad,Desktop,Data Analytics Course,4.948301329,,,,
A2364,Data Analytics Course,85,3077,$200.16,11,10,11.80%,"$1,876.00",2024-11-23,Hyderabad,Mobile,Analytics For Data,9.372501998,,,,
A2365,Data Analytics Course,98,3646,$239.05,14,6,3.40%,"$1,586.00",2024-11-14,Hyderabad,Desktop,Data Analytics Course,6.634595273,,,,
A2366,Data Analytics Course,160,3139,$230.55,28,5,3.10%,"$1,449.00",2024-11-15,Hyderabad,Desktop,Analytics For Data,6.284970722,,,,
A2367,Data Analytics Course,179,4005,$232.47,16,10,5.60%,"$1,553.00",2024-11-24,Hyderabad,Desktop,Analytics For Data,6.680431884,,,,
A2368,Data Analytics Course,0,4315,$196.30,24,5,0.00%,"$1,364.00",2024-11-26,Hyderabad,Mobile,Data Analytics Course,6.948548141,,,,
A2369,Data Analytics Course,195,3876,$187.59,28,3,1.54%,"$1,828.00",2024-11-21,Hyderabad,Mobile,Data Analytics Course,9.744655899,,,,
A2370,Data Analytics Course,197,3174,"$22,840.18",22,7,3.60%,"$1,527.00",2024-11-14,Hyderabad,Tablet,Data Analytics Online,0.06685586541,,,,
A2371,Data Analytics Course,92,5550,$226.38,28,8,8.70%,"$1,322.00",2024-11-21,Hyderabad,Tablet,Learn Data Analytics,5.839738493,,,,
A2372,Data Analytics Course,90,3526,$211.39,10,3,3.70%,"$1,395.00",2024-11-20,Hyderabad,Desktop,Online Data Analytic,6.599176877,,,,
A2373,Data Analytics Course,149,3192,"$17,275.06",0,4,3.80%,"$1,708.00",2024-11-14,Hyderabad,Tablet,Online Data Analytic,0.09887085776,,,,
A2374,Data Analytics Course,82,4132,$247.13,11,6,7.30%,"$1,091.00",2024-11-12,Hyderabad,Tablet,Data Analytics Training,4.414680533,,,,
A2375,Data Analytics Course,151,5826,$226.53,16,8,5.30%,"$1,511.00",2024-11-25,Hyderabad,Desktop,Learn Data Analytics,6.670198208,,,,
A2376,Data Analytics Course,162,5997,$240.29,20,5,3.50%,"$1,144.00",2024-11-24,Hyderabad,Mobile,Data Analytics Online,4.760913896,,,,
A2377,Data Analytics Course,197,4541,$243.81,19,9,5.70%,"$1,701.00",2024-11-11,Hyderabad,Desktop,Data Analytics Training,6.976744186,,,,
A2378,Data Analytics Course,133,4642,$184.52,22,4,3.20%,"$1,074.00",2024-11-14,Hyderabad,Desktop,Online Data Analytic,5.820507262,,,,
A2379,Data Analytics Course,194,5509,$235.45,18,5,2.58%,"$1,025.00",2024-11-12,Hyderabad,Tablet,Online Data Analytic,4.353365895,,,,
A2380,Data Analytics Course,169,3647,$194.12,12,6,3.60%,"$1,697.00",2024-11-22,Hyderabad,Desktop,Learn Data Analytics,8.742015248,,,,
A2381,Data Analytics Course,149,5209,$183.91,18,10,6.71%,"$1,799.00",2024-11-29,Hyderabad,Desktop,Learn Data Analytics,9.781958567,,,,
A2382,Data Analytics Course,124,5980,$200.65,25,4,3.20%,"$1,768.00",2024-11-04,Hyderabad,Desktop,Learn Data Analytics,8.81136307,,,,
A2383,Data Analytics Course,170,5443,$235.99,23,5,2.94%,"$1,314.00",2024-11-21,Hyderabad,Mobile,Analytics For Data,5.568032544,,,,
A2384,Data Analytics Course,127,5326,$226.11,18,10,4.00%,"$1,040.00",2024-11-21,Hyderabad,Mobile,Online Data Analytic,4.599531202,,,,
A2385,Data Analytics Course,114,5565,$210.04,16,4,3.50%,"$1,800.00",2024-11-07,Hyderabad,Desktop,Data Analytics Training,8.569796229,,,,
A2386,Data Analytics Course,154,3312,$203.23,16,5,4.20%,"$1,977.00",2024-11-04,Hyderabad,Desktop,Data Analytics Training,9.727894504,,,,
A2387,Data Analytics Course,0,4369,$225.53,28,4,0.00%,"$1,241.00",2024-11-23,Hyderabad,Tablet,Data Analytics Online,5.50259389,,,,
A2388,Data Analytics Course,126,3570,$214.78,28,9,7.10%,"$1,078.00",2024-11-12,Hyderabad,Tablet,Data Analytics Training,5.019089301,,,,
A2389,Data Analytics Course,0,3883,$225.89,23,5,0.00%,"$1,183.00",2024-11-21,Hyderabad,Mobile,Online Data Analytic,5.237062287,,,,
A2390,Data Analytics Course,125,5736,$197.28,30,5,4.00%,"$1,265.00",2024-11-18,Hyderabad,Mobile,Analytics For Data,6.412206002,,,,
A2391,Data Analytics Course,197,5921,$214.97,18,6,3.00%,"$1,975.00",2024-11-14,Hyderabad,Desktop,Learn Data Analytics,9.187328464,,,,
A2392,Data Analytics Course,98,3687,$206.70,12,10,10.20%,"$1,640.00",2024-11-07,Hyderabad,Mobile,Online Data Analytic,7.934204161,,,,
A2393,Data Analytics Course,164,5334,$203.91,18,6,5.70%,"$1,128.00",2024-11-18,Hyderabad,Desktop,Data Analytics Course,5.531852288,,,,
A2394,Data Analytics Course,111,4647,$247.00,15,4,3.60%,"$1,601.00",2024-11-29,Hyderabad,Desktop,Learn Data Analytics,6.481781377,,,,
A2395,Data Analytics Course,191,3485,$212.43,10,7,3.66%,"$1,813.00",2024-11-28,Hyderabad,Mobile,Analytics For Data,8.534576096,,,,
A2396,Data Analytics Course,149,5720,$211.54,14,5,3.40%,"$1,612.00",2024-11-29,Hyderabad,Desktop,Data Analytics Course,7.620308216,,,,
A2397,Data Analytics Course,183,3540,$222.14,15,3,1.60%,"$1,248.00",2024-11-11,Hyderabad,Mobile,Learn Data Analytics,5.618078689,,,,
A2398,Data Analytics Course,198,4035,$215.94,22,8,4.04%,"$1,533.00",2024-11-10,Hyderabad,Mobile,Learn Data Analytics,#VALUE!,,,,
A2399,Data Analytics Course,170,3024,$234.76,11,10,5.88%,"$1,941.00",2024-11-06,Hyderabad,Mobile,Learn Data Analytics,8.268018402,,,,
A2400,Data Analytics Course,174,4334,$186.29,12,4,2.30%,"$1,457.00",2024-11-22,Hyderabad,Mobile,Analytics For Data,7.821139084,,,,
A2401,Data Analytics Course,91,4038,$197.15,23,6,6.60%,"$1,000.00",2024-11-29,Hyderabad,Mobile,Data Analytics Online,5.07227999,,,,
A2402,Data Analytics Course,197,4347,$215.20,20,6,3.05%,"$1,204.00",2024-11-26,Hyderabad,Desktop,Online Data Analytic,5.594795539,,,,
A2403,Data Analytics Course,0,5803,$203.03,16,8,3.40%,"$1,397.00",2024-11-30,Hyderabad,Mobile,Analytics For Data,6.880756538,,,,
A2404,Data Analytics Course,152,4182,$233.45,19,5,3.30%,"$1,719.00",2024-11-13,Hyderabad,Mobile,Data Analytics Course,7.363461127,,,,
A2405,Data Analytics Course,189,4809,$225.32,27,10,5.30%,"$1,324.00",2024-11-18,Hyderabad,Mobile,Analytics For Data,5.876087342,,,,
A2406,Data Analytics Course,0,5640,$210.51,13,8,0.00%,"$1,536.00",2024-11-11,Hyderabad,Desktop,Data Analytics Course,7.296565484,,,,
A2407,Data Analytics Course,159,3401,$222.71,18,3,1.90%,"$1,849.00",2024-11-05,Hyderabad,Desktop,Data Analytics Online,8.302276503,,,,
A2408,Data Analytics Course,175,5561,$231.96,20,8,5.70%,"$1,174.00",2024-11-14,Hyderabad,Mobile,Data Analytics Course,5.061217451,,,,
A2409,Data Analytics Course,175,5720,$243.80,17,6,3.43%,"$1,533.00",2024-11-26,Hyderabad,Desktop,Data Analytics Online,#VALUE!,,,,
A2410,Data Analytics Course,82,4898,$215.11,25,8,9.80%,"$1,776.00",2024-11-09,Hyderabad,Tablet,Analytics For Data,8.256240993,,,,
A2411,Data Analytics Course,146,5871,$218.69,30,4,2.74%,"$1,533.00",2024-11-22,Hyderabad,Desktop,Learn Data Analytics,#VALUE!,,,,
A2412,Data Analytics Course,85,5954,$201.88,18,6,7.10%,"$1,526.00",2024-11-27,Hyderabad,Tablet,Analytics For Data,7.558945908,,,,
A2413,Data Analytics Course,128,3487,$236.19,25,6,4.70%,"$1,961.00",2024-11-02,Hyderabad,Tablet,Data Analytics Course,8.302637707,,,,
A2414,Data Analytics Course,153,3808,$189.61,19,8,5.20%,"$1,246.00",2024-11-02,Hyderabad,Tablet,Data Analytics Course,6.571383366,,,,
A2415,Data Analytics Course,192,5720,$243.11,30,9,4.69%,"$1,555.00",2024-11-02,Hyderabad,Mobile,Online Data Analytic,6.396281519,,,,
A2416,Data Analytics Course,148,4721,$189.48,26,8,5.40%,"$1,176.00",2024-11-01,Hyderabad,Mobile,Online Data Analytic,6.206459785,,,,
A2417,Data Analytics Course,153,4768,$214.39,25,5,4.10%,"$1,837.00",2024-11-26,Hyderabad,Tablet,Data Analytics Online,8.568496665,,,,
A2418,Data Analytics Course,0,5494,$187.68,23,8,4.60%,"$1,402.00",2024-11-24,Hyderabad,Tablet,Data Analytics Course,7.470161978,,,,
A2419,Data Analytics Course,169,5453,$180.58,30,7,4.90%,"$1,661.00",2024-11-26,Hyderabad,Mobile,Data Analytics Training,9.198139329,,,,
A2420,Data Analytics Course,146,5173,$234.26,20,7,4.80%,"$1,089.00",2024-11-28,Hyderabad,Mobile,Online Data Analytic,4.648680953,,,,
A2421,Data Analytics Course,81,4808,$189.19,17,9,11.10%,"$1,759.00",2024-11-25,Hyderabad,Desktop,Online Data Analytic,9.297531582,,,,
A2422,Data Analytics Course,185,5453,$234.72,18,6,3.20%,"$1,508.00",2024-11-27,Hyderabad,Desktop,Data Analytics Online,6.42467621,,,,
A2423,Data Analytics Course,90,5319,$208.19,13,7,7.78%,"$1,719.00",2024-11-26,Hyderabad,Tablet,Data Analytics Training,8.256880734,,,,
A2424,Data Analytics Course,155,4532,$203.44,19,8,5.20%,"$1,709.00",2024-11-17,Hyderabad,Desktop,Learn Data Analytics,8.400511207,,,,
A2425,Data Analytics Course,125,3458,$180.49,19,3,2.40%,"$1,754.00",2024-11-09,Hyderabad,Tablet,Data Analytics Online,9.717989916,,,,
A2426,Data Analytics Course,151,5432,$204.76,18,9,6.00%,"$1,533.00",2024-11-13,Hyderabad,Mobile,Data Analytics Training,#VALUE!,,,,
A2427,Data Analytics Course,82,3052,$211.11,12,3,3.70%,"$1,917.00",2024-11-06,Hyderabad,Desktop,Learn Data Analytics,9.080574108,,,,
A2428,Data Analytics Course,198,5718,$194.37,13,8,4.00%,"$1,118.00",2024-11-16,Hyderabad,Tablet,Data Analytics Training,5.751916448,,,,
A2429,Data Analytics Course,115,4762,$241.63,20,8,5.80%,"$1,555.00",2024-11-03,Hyderabad,Desktop,Data Analytics Course,6.435459173,,,,
A2430,Data Analytics Course,158,4953,$243.07,20,8,5.10%,"$1,955.00",2024-11-04,Hyderabad,Tablet,Learn Data Analytics,8.04295059,,,,
A2431,Data Analytics Course,102,3784,$219.45,13,9,4.50%,"$1,967.00",2024-11-20,Hyderabad,Desktop,Data Analytics Course,8.963317384,,,,
A2432,Data Analytics Course,93,5453,$192.81,22,7,7.50%,"$1,726.00",2024-11-18,Hyderabad,Desktop,Learn Data Analytics,8.951817852,,,,
A2433,Data Analytics Course,198,5860,$185.25,24,9,4.10%,"$1,950.00",2024-11-01,Hyderabad,Tablet,Data Analytics Training,10.52631579,,,,
A2434,Data Analytics Course,174,4169,$189.36,23,8,4.60%,"$1,110.00",2024-11-14,Hyderabad,Tablet,Data Analytics Course,5.861850444,,,,
A2435,Data Analytics Course,193,5831,"$22,376.42",24,5,2.59%,"$1,265.00",2024-11-14,Hyderabad,Mobile,Online Data Analytic,0.05653272507,,,,
A2436,Data Analytics Course,117,5269,$196.10,26,5.85,5.00%,"$1,096.00",2024-11-05,Hyderabad,Desktop,Online Data Analytic,5.588985212,,,,
A2437,Data Analytics Course,147,5793,$240.32,25,5,4.90%,"$1,645.00",2024-11-27,Hyderabad,Tablet,Data Analytics Course,6.845039947,,,,
A2438,Data Analytics Course,179,3338,$218.33,30,7,3.90%,"$1,533.00",2024-11-24,Hyderabad,Desktop,Data Analytics Online,#VALUE!,,,,
A2439,Data Analytics Course,194,4297,$237.87,22,3,1.55%,"$1,739.00",2024-11-29,Hyderabad,Desktop,Data Analytics Course,7.310715937,,,,
A2440,Data Analytics Course,112,3961,$214.45,13,7,6.25%,"$1,594.00",2024-11-17,Hyderabad,Desktop,Analytics For Data,7.432968058,,,,
A2441,Data Analytics Course,88,5063,$195.20,22,3,3.40%,"$1,460.00",2024-11-20,Hyderabad,Mobile,Analytics For Data,7.479508197,,,,
A2442,Data Analytics Course,172,5635,$200.16,21,7,3.60%,"$1,727.00",2024-11-14,Hyderabad,Mobile,Data Analytics Online,8.628097522,,,,
A2443,Data Analytics Course,81,4404,$239.62,11,4,3.50%,"$1,814.00",2024-11-21,Hyderabad,Mobile,Data Analytics Course,7.570319673,,,,
A2444,Data Analytics Course,142,4312,$213.54,21,7,4.90%,"$1,666.00",2024-11-20,Hyderabad,Desktop,Learn Data Analytics,7.80181699,,,,
A2445,Data Analytics Course,111,3302,$193.18,30,10,9.01%,"$1,783.00",2024-11-19,Hyderabad,Mobile,Analytics For Data,9.229733927,,,,
A2446,Data Analytics Course,81,3575,$192.71,27,4,4.90%,"$1,158.00",2024-11-11,Hyderabad,Tablet,Online Data Analytic,6.009029111,,,,
A2447,Data Analytics Course,112,5055,$213.36,26,5,5.80%,"$1,959.00",2024-11-29,Hyderabad,Desktop,Data Analytics Training,9.181664792,,,,
A2448,Data Analytics Course,101,5415,$236.41,13,10,3.90%,"$1,832.00",2024-11-15,Hyderabad,Tablet,Learn Data Analytics,7.749249186,,,,
A2449,Data Analytics Course,166,3118,$212.46,25,7,4.20%,"$1,813.00",2024-11-14,Hyderabad,Tablet,Online Data Analytic,8.533370987,,,,
A2450,Data Analytics Course,0,5271,$0.00,14,8,0.00%,"$1,629.00",2024-11-22,Hyderabad,Mobile,Data Analytics Online,#DIV/0!,,,,
A2451,Data Analytics Course,148,5453,$214.26,21,8,5.41%,"$1,629.00",2024-11-13,Hyderabad,Tablet,Data Analytics Online,7.602912349,,,,
A2452,Data Analytics Course,126,5250,$239.73,30,4,3.20%,"$1,070.00",2024-11-23,Hyderabad,Tablet,Analytics For Data,4.463354607,,,,
A2453,Data Analytics Course,119,4405,$233.66,25,3,3.90%,"$1,407.00",2024-11-12,Hyderabad,Desktop,Data Analytics Course,6.021569802,,,,
A2454,Data Analytics Course,189,5060,$236.54,26,7,4.30%,"$1,877.00",2024-11-10,Hyderabad,Mobile,Data Analytics Training,7.935232942,,,,
A2455,Data Analytics Course,167,3296,$246.85,29,8,4.80%,"$1,723.00",2024-11-17,Hyderabad,Desktop,Data Analytics Online,6.979947336,,,,
A2456,Data Analytics Course,198,3499,$209.74,30,9,4.00%,"$1,893.00",2024-11-25,Hyderabad,Desktop,Data Analytics Course,9.025460093,,,,
A2457,Data Analytics Course,95,3449,$184.55,10,10,4.10%,"$1,601.00",2024-11-16,Hyderabad,Mobile,Analytics For Data,8.675155784,,,,
A2458,Data Analytics Course,181,3738,$206.61,16,9,5.00%,"$1,868.00",2024-11-09,Hyderabad,Mobile,Online Data Analytic,9.041188713,,,,
A2459,Data Analytics Course,105,4236,$180.20,12,7,6.70%,"$1,533.00",2024-11-24,Hyderabad,Mobile,Learn Data Analytics,#VALUE!,,,,
A2460,Data Analytics Course,178,5751,$205.34,24,10,5.62%,"$1,903.00",2024-11-20,Hyderabad,Desktop,Data Analytics Course,9.267556248,,,,
A2461,Data Analytics Course,127,5050,$184.77,28,9,7.10%,"$1,906.00",2024-11-02,Hyderabad,Desktop,Data Analytics Online,10.31552741,,,,
A2462,Data Analytics Course,198,4773,$202.54,17,10,5.05%,"$1,082.00",2024-11-19,Hyderabad,Mobile,Data Analytics Online,5.342154636,,,,
A2463,Data Analytics Course,86,5652,$249.13,25,7,8.10%,"$1,981.00",2024-11-06,Hyderabad,Mobile,Data Analytics Training,7.951671818,,,,
A2464,Data Analytics Course,0,5085,$182.42,11,7,0.00%,"$1,109.00",2024-11-04,Hyderabad,Desktop,Online Data Analytic,6.079377261,,,,
A2465,Data Analytics Course,191,5070,$247.41,12,4,2.09%,"$1,266.00",2024-11-25,Hyderabad,Mobile,Analytics For Data,5.117012247,,,,
A2466,Data Analytics Course,139,5879,$197.90,24,4,2.90%,"$1,476.00",2024-11-05,Hyderabad,Mobile,Data Analytics Course,7.458312279,,,,
A2467,Data Analytics Course,197,3620,$235.19,18,7,3.60%,"$1,740.00",2024-11-01,Hyderabad,Mobile,Online Data Analytic,7.398273736,,,,
A2468,Data Analytics Course,116,4250,$216.66,10,9,7.80%,"$1,877.00",2024-11-02,Hyderabad,Mobile,Data Analytics Training,8.663343487,,,,
A2469,Data Analytics Course,192,4850,$235.42,22,10,5.20%,"$1,124.00",2024-11-14,Hyderabad,Desktop,Analytics For Data,4.774445672,,,,
A2470,Data Analytics Course,118,3815,$185.78,16,4,3.39%,"$1,093.00",2024-11-17,Hyderabad,Desktop,Data Analytics Online,5.883302831,,,,
A2471,Data Analytics Course,172,5741,$198.44,14,4,2.30%,"$1,755.00",2024-11-11,Hyderabad,Desktop,Analytics For Data,8.843983068,,,,
A2472,Data Analytics Course,174,4272,$240.77,16,7,4.10%,"$1,004.00",2024-11-23,Hyderabad,Desktop,Learn Data Analytics,4.169954729,,,,
A2473,Data Analytics Course,175,4974,$182.22,21,5,2.86%,"$1,300.00",2024-11-23,Hyderabad,Mobile,Learn Data Analytics,7.134233344,,,,
A2474,Data Analytics Course,0,3215,$191.22,30,7,0.00%,"$1,588.00",2024-11-23,Hyderabad,Desktop,Analytics For Data,8.304570652,,,,
A2475,Data Analytics Course,0,3723,$201.32,21,8,0.00%,"$1,533.00",2024-11-06,Hyderabad,Tablet,Data Analytics Course,#VALUE!,,,,
A2476,Data Analytics Course,103,4670,$203.40,21,4,3.88%,"$1,562.00",2024-11-25,Hyderabad,Mobile,Analytics For Data,7.679449361,,,,
A2477,Data Analytics Course,187,4474,$182.47,10,9.35,5.00%,"$1,768.00",2024-11-13,Hyderabad,Tablet,Online Data Analytic,9.689263989,,,,
A2478,Data Analytics Course,0,3009,$195.17,0,6,0.00%,"$1,083.00",2024-11-23,Hyderabad,Tablet,Data Analytics Online,5.549008557,,,,
A2479,Data Analytics Course,109,3933,$189.73,11,4,3.67%,"$1,700.00",2024-11-07,Hyderabad,Desktop,Data Analytics Online,8.960101196,,,,
A2480,Data Analytics Course,118,4360,$232.09,10,9,7.60%,"$1,252.00",2024-11-13,Hyderabad,Desktop,Data Analytics Training,5.394459046,,,,
A2481,Data Analytics Course,164,5120,$185.69,10,5,3.10%,"$1,597.00",2024-11-23,Hyderabad,Tablet,Analytics For Data,8.600355431,,,,
A2482,Data Analytics Course,166,3887,$192.00,24,9,5.40%,"$1,890.00",2024-11-13,Hyderabad,Tablet,Data Analytics Course,9.84375,,,,
A2483,Data Analytics Course,88,3909,$189.57,30,10,11.40%,"$1,750.00",2024-11-29,Hyderabad,Desktop,Data Analytics Training,9.231418473,,,,
A2484,Data Analytics Course,125,3017,$232.51,14,7,5.60%,"$1,510.00",2024-11-08,Hyderabad,Tablet,Data Analytics Training,6.494344329,,,,
A2485,Data Analytics Course,0,5127,$206.95,26,5,0.00%,"$1,902.00",2024-11-17,Hyderabad,Desktop,Online Data Analytic,9.190625755,,,,
A2486,Data Analytics Course,151,3992,$212.42,10,9,6.00%,"$1,890.00",2024-11-26,Hyderabad,Tablet,Learn Data Analytics,8.897467282,,,,
A2487,Data Analytics Course,182,3554,$181.74,18,4,2.20%,"$1,933.00",2024-11-02,Hyderabad,Tablet,Learn Data Analytics,10.63607351,,,,
A2488,Data Analytics Course,84,4051,$196.83,21,4,4.80%,"$1,094.00",2024-11-14,Hyderabad,Mobile,Online Data Analytic,5.558095819,,,,
A2489,Data Analytics Course,127,3541,$239.47,16,10,7.90%,"$1,474.00",2024-11-25,Hyderabad,Tablet,Data Analytics Training,6.155259531,,,,
A2490,Data Analytics Course,104,5878,$228.79,21,3,5.00%,"$1,101.00",2024-11-05,Hyderabad,Mobile,Data Analytics Course,4.812273264,,,,
A2491,Data Analytics Course,161,4611,$228.34,26,7,4.30%,"$1,473.00",2024-11-25,Hyderabad,Tablet,Data Analytics Online,6.450906543,,,,
A2492,Data Analytics Course,141,4764,$187.72,28,4,2.80%,"$1,428.00",2024-11-16,Hyderabad,Mobile,Analytics For Data,7.607074366,,,,
A2493,Data Analytics Course,186,4603,$191.84,26,9,4.70%,"$1,918.00",2024-11-07,Hyderabad,Desktop,Learn Data Analytics,9.997914929,,,,
A2494,Data Analytics Course,0,5003,$195.40,15,7,0.00%,"$1,273.00",2024-11-18,Hyderabad,Desktop,Data Analytics Training,6.514841351,,,,
A2495,Data Analytics Course,124,5212,$190.83,13,6,4.80%,"$1,399.00",2024-11-07,Hyderabad,Desktop,Data Analytics Course,7.331132422,,,,
